brand_name,generic_name,status,earliest_expiry,days_until,category,route,strength,approval_date,patent_count,approval_year,approval_month,brand_price_monthly,brand_price_annual,generic_price_monthly,generic_price_annual,monthly_savings,annual_savings,savings_percent,generic_available
GIMOTI,METOCLOPRAMIDE HYDROCHLORIDE,Active,2029-12-22,1373,Other,"SPRAY, METERED;NASAL",EQ 15MG BASE/SPRAY,2020-06-19,7,2020.0,6.0,182.13,2185.56,,,,,,No
IBSRELA,TENAPANOR HYDROCHLORIDE,Active,2029-12-30,1381,Oral,TABLET;ORAL,EQ 50MG BASE,2019-09-12,5,2019.0,9.0,670.2,8042.4,,,,,,No
XPHOZAH,TENAPANOR HYDROCHLORIDE,Active,2029-12-30,1381,Oral,TABLET;ORAL,EQ 10MG BASE,2023-10-17,21,2023.0,10.0,565.64,6787.68,,,,,,No
OJJAARA,MOMELOTINIB DIHYDROCHLORIDE,Active,2030-01-03,1385,Oral,TABLET;ORAL,EQ 100MG BASE,2023-09-15,12,2023.0,9.0,466.15,5593.8,,,,,,No
XDEMVY,LOTILANER,Active,2030-01-17,1399,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.25%,2023-07-24,9,2023.0,7.0,243.53,2922.36,,,,,,No
ATROVENT HFA,IPRATROPIUM BROMIDE,Active,2030-01-17,1399,Respiratory,"AEROSOL, METERED;INHALATION",0.021MG/INH,2004-11-27,1,2004.0,11.0,544.74,6536.88,,,,,,No
SAFYRAL,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,Active,2030-02-08,1421,Oral,TABLET;ORAL,"3MG,N/A;0.03MG,N/A;0.451MG,0.451MG",2010-12-16,3,2010.0,12.0,374.71,4496.52,,,,,,No
BEYAZ,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,Active,2030-02-08,1421,Oral,TABLET;ORAL,"3MG,N/A;0.02MG,N/A;0.451MG,0.451MG",2010-09-24,5,2010.0,9.0,671.62,8059.44,,,,,,No
SODIUM THIOSULFATE,SODIUM THIOSULFATE,Active,2030-02-10,1423,Injectable,SOLUTION;INTRAVENOUS,12.5GM/50ML (250MG/ML),2012-02-14,6,2012.0,2.0,1597.84,19174.08,,,,,,No
NITHIODOTE,SODIUM NITRITE; SODIUM THIOSULFATE,Active,2030-02-10,1423,Injectable,"SOLUTION, SOLUTION;INTRAVENOUS, INTRAVENOUS","300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",2011-01-14,9,2011.0,1.0,1442.36,17308.32,,,,,,No
SODIUM NITRITE,SODIUM NITRITE,Active,2030-02-10,1423,Injectable,SOLUTION;INTRAVENOUS,300MG/10ML (30MG/ML),2012-02-14,3,2012.0,2.0,1656.7,19880.4,,,,,,No
QUZYTTIR,CETIRIZINE HYDROCHLORIDE,Active,2030-02-11,1424,Injectable,SOLUTION;INTRAVENOUS,10MG/ML (10MG/ML),2019-10-04,5,2019.0,10.0,1253.44,15041.28,,,,,,No
DEXTENZA,DEXAMETHASONE,Active,2030-02-12,1425,Eye Care,INSERT;OPHTHALMIC,0.4MG,2018-11-30,7,2018.0,11.0,399.04,4788.48,,,,,,No
ENTEREG,ALVIMOPAN,Active,2030-02-12,1425,Oral,CAPSULE;ORAL,12MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2008-05-20,1,2008.0,5.0,451.9,5422.8,,,,,,No
FABIOR,TAZAROTENE,Active,2030-02-24,1437,Respiratory,"AEROSOL, FOAM;TOPICAL",0.1%,2012-05-11,3,2012.0,5.0,254.5,3054.0,,,,,,No
MYOVIEW 30ML,TECHNETIUM TC-99M TETROFOSMIN KIT,Active,2030-03-10,1451,Injectable,INJECTABLE;INJECTION,,2005-07-07,1,2005.0,7.0,2748.94,32987.28,,,,,,No
ZERVIATE,CETIRIZINE HYDROCHLORIDE,Active,2030-03-15,1456,Eye Care,SOLUTION/DROPS;OPHTHALMIC,EQ 0.24% BASE,2017-05-30,6,2017.0,5.0,253.56,3042.72,,,,,,No
OTOVEL,CIPROFLOXACIN HYDROCHLORIDE; FLUOCINOLONE ACETONIDE,Active,2030-03-24,1465,Other,SOLUTION/DROPS;OTIC,EQ 0.3% BASE;0.025%,2016-04-29,1,2016.0,4.0,371.78,4461.36,,,,,,No
FILSPARI,SPARSENTAN,Active,2030-03-29,1470,Oral,TABLET;ORAL,200MG,2023-02-17,4,2023.0,2.0,734.53,8814.36,,,,,,No
KOVANAZE,OXYMETAZOLINE HYDROCHLORIDE; TETRACAINE HYDROCHLORIDE,Active,2030-04-02,1474,Other,"SPRAY, METERED;NASAL",0.1MG/SPRAY;6MG/SPRAY,2016-06-29,2,2016.0,6.0,412.12,4945.44,,,,,,No
SEGLENTIS,CELECOXIB; TRAMADOL HYDROCHLORIDE,Active,2030-04-19,1491,Oral,TABLET;ORAL,56MG;44MG,2021-10-15,7,2021.0,10.0,181.83,2181.96,,,,,,No
ACETAMINOPHEN,ACETAMINOPHEN,Active,2030-04-19,1491,Injectable,SOLUTION;INTRAVENOUS,1GM/100ML (10MG/ML),2015-10-28,1,2015.0,10.0,2849.58,34194.96,,,,,,No
ZORVOLEX,DICLOFENAC,Active,2030-04-23,1495,Oral,CAPSULE;ORAL,18MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2013-10-18,14,2013.0,10.0,539.4,6472.8,,,,,,No
TIVORBEX,INDOMETHACIN,Active,2030-04-23,1495,Oral,CAPSULE;ORAL,20MG,2014-02-24,6,2014.0,2.0,334.43,4013.16,,,,,,No
APRISO,MESALAMINE,Active,2030-05-01,1503,Oral,"CAPSULE, EXTENDED RELEASE;ORAL",375MG,2008-10-31,1,2008.0,10.0,197.49,2369.88,,,,,,No
VOXZOGO,VOSORITIDE,Active,2030-05-20,1522,Injectable,POWDER;SUBCUTANEOUS,0.4MG/VIAL,2021-11-19,21,2021.0,11.0,2485.06,29820.72,,,,,,No
VENCLEXTA,VENETOCLAX,Active,2030-05-26,1528,Oral,TABLET;ORAL,10MG,2016-04-11,42,2016.0,4.0,534.05,6408.6,,,,,,No
ANJESO,MELOXICAM,Active,2030-05-26,1528,Injectable,SOLUTION;INTRAVENOUS,30MG/ML (30MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2020-02-20,5,2020.0,2.0,1833.65,22003.8,,,,,,No
AIRSUPRA,ALBUTEROL SULFATE; BUDESONIDE,Active,2030-05-28,1530,Respiratory,"AEROSOL, METERED;INHALATION",EQ 0.09MG BASE/INH;0.08MG/INH,2023-01-10,1,2023.0,1.0,552.25,6627.0,,,,,,No
BREZTRI AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE; GLYCOPYRROLATE,Active,2030-05-28,1530,Respiratory,"AEROSOL, METERED;INHALATION",0.16MG/INH;0.0048MG/INH;0.009MG/INH,2020-07-23,9,2020.0,7.0,504.87,6058.44,,,,,,No
SYMBICORT AEROSPHERE,BUDESONIDE; FORMOTEROL FUMARATE,Active,2030-05-28,1530,Respiratory,"AEROSOL, METERED;INHALATION",0.16MG/INH;0.0048MG/INH,2023-04-28,2,2023.0,4.0,218.25,2619.0,,,,,,No
BEVESPI AEROSPHERE,FORMOTEROL FUMARATE; GLYCOPYRROLATE,Active,2030-05-28,1530,Respiratory,"AEROSOL, METERED;INHALATION",0.0048MG/INH;0.0090MG/INH,2016-04-25,7,2016.0,4.0,290.27,3483.24,,,,,,No
STIVARGA,REGORAFENIB,Active,2030-06-02,1535,Oral,TABLET;ORAL,40MG,2012-09-27,4,2012.0,9.0,273.94,3287.28,,,,,,No
CYCLOSET,BROMOCRIPTINE MESYLATE,Active,2030-06-07,1540,Oral,TABLET;ORAL,EQ 0.8MG BASE,2009-05-05,126,2009.0,5.0,620.76,7449.12,,,,,,No
ALECENSA,ALECTINIB HYDROCHLORIDE,Active,2030-06-09,1542,Oral,CAPSULE;ORAL,EQ 150MG BASE,2015-12-11,5,2015.0,12.0,123.47,1481.64,,,,,,No
MAVYRET,GLECAPREVIR; PIBRENTASVIR,Active,2030-06-10,1543,Oral,PELLETS;ORAL,50MG;20MG/PACKET,2021-06-10,51,2021.0,6.0,498.92,5987.04,,,,,,No
XOFLUZA,BALOXAVIR MARBOXIL,Active,2030-06-14,1547,Oral,FOR SUSPENSION;ORAL,2MG/ML,2020-11-23,66,2020.0,11.0,633.72,7604.64,,,,,,No
NOCTIVA,DESMOPRESSIN ACETATE,Active,2030-06-15,1548,Other,"SPRAY, METERED;NASAL",0.00083MG/SPRAY,2017-03-03,6,2017.0,3.0,538.38,6460.56,,,,,,No
SIMBRINZA,BRIMONIDINE TARTRATE; BRINZOLAMIDE,Active,2030-06-17,1550,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,0.2%;1%,2013-04-19,2,2013.0,4.0,236.83,2841.96,,,,,,No
IDOSE TR,TRAVOPROST,Active,2030-06-18,1551,Other,IMPLANT;INTRACAMERAL,75MCG,2023-12-13,4,2023.0,12.0,510.63,6127.56,,,,,,No
IDHIFA,ENASIDENIB MESYLATE,Active,2030-06-21,1554,Oral,TABLET;ORAL,EQ 50MG BASE,2017-08-01,12,2017.0,8.0,177.44,2129.28,,,,,,No
TIBSOVO,IVOSIDENIB,Active,2030-06-21,1554,Oral,TABLET;ORAL,250MG,2018-07-20,31,2018.0,7.0,692.52,8310.24,,,,,,No
ARISTADA INITIO KIT,ARIPIPRAZOLE LAUROXIL,Active,2030-06-24,1557,Other,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",675MG/2.4ML (281.25MG/ML),2018-06-29,9,2018.0,6.0,163.74,1964.88,,,,,,No
ARISTADA,ARIPIPRAZOLE LAUROXIL,Active,2030-06-24,1557,Other,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",441MG/1.6ML (275.63MG/ML),2015-10-05,62,2015.0,10.0,298.64,3583.68,,,,,,No
INLEXZO,GEMCITABINE HYDROCHLORIDE,Active,2030-06-28,1561,Other,SYSTEM;INTRAVESICAL,EQ 225MG BASE,2025-09-09,4,2025.0,9.0,498.65,5983.8,,,,,,No
APADAZ,ACETAMINOPHEN; BENZHYDROCODONE HYDROCHLORIDE,Active,2030-07-01,1564,Oral,TABLET;ORAL,325MG;EQ 4.08MG BASE,2019-01-04,15,2019.0,1.0,204.94,2459.28,,,,,,No
XTORO,FINAFLOXACIN,Active,2030-07-02,1565,Other,SUSPENSION/DROPS;OTIC,0.3%,2014-12-17,4,2014.0,12.0,214.63,2575.56,,,,,,No
STEGLATRO,ERTUGLIFLOZIN,Active,2030-07-13,1576,Oral,TABLET;ORAL,5MG,2017-12-19,2,2017.0,12.0,605.58,7266.96,,,,,,No
SEGLUROMET,ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE,Active,2030-07-13,1576,Oral,TABLET;ORAL,2.5MG;1GM,2017-12-19,12,2017.0,12.0,604.03,7248.36,,,,,,No
COBENFY,TROSPIUM CHLORIDE; XANOMELINE TARTRATE,Active,2030-07-21,1584,Oral,CAPSULE;ORAL,20MG;EQ 50MG BASE,2024-09-26,30,2024.0,9.0,548.8,6585.6,,,,,,No
QINLOCK,RIPRETINIB,Active,2030-07-27,1590,Oral,TABLET;ORAL,50MG,2020-05-15,41,2020.0,5.0,585.76,7029.12,,,,,,No
XOSPATA,GILTERITINIB FUMARATE,Active,2030-07-28,1591,Oral,TABLET;ORAL,EQ 40MG BASE,2018-11-28,8,2018.0,11.0,479.91,5758.92,,,,,,No
IMPLANON,ETONOGESTREL,Active,2030-07-28,1591,Other,IMPLANT;IMPLANTATION,68MG/IMPLANT,2006-07-17,1,2006.0,7.0,225.9,2710.8,,,,,,No
PARSABIV,ETELCALCETIDE,Active,2030-07-29,1592,Injectable,SOLUTION;INTRAVENOUS,2.5MG/0.5ML (2.5MG/0.5ML),2017-02-07,24,2017.0,2.0,1364.24,16370.88,,,,,,No
CHILDREN'S ALLEGRA HIVES,FEXOFENADINE HYDROCHLORIDE,Active,2030-08-02,1596,Oral,SUSPENSION;ORAL,30MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2011-01-24,1,2011.0,1.0,227.12,2725.44,,,,,,No
CHILDREN'S ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,Active,2030-08-02,1596,Oral,SUSPENSION;ORAL,30MG/5ML,2011-01-24,1,2011.0,1.0,735.92,8831.04,,,,,,No
BREXAFEMME,IBREXAFUNGERP CITRATE,Active,2030-08-28,1622,Oral,TABLET;ORAL,EQ 150MG BASE,2021-06-01,6,2021.0,6.0,508.37,6100.44,,,,,,No
QMIIZ ODT,MELOXICAM,Active,2030-08-31,1625,Oral,"TABLET, ORALLY DISINTEGRATING;ORAL",7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2018-10-19,2,2018.0,10.0,380.6,4567.2,,,,,,No
IMPOYZ,CLOBETASOL PROPIONATE,Active,2030-08-31,1625,Topical,CREAM;TOPICAL,0.025%,2017-11-28,13,2017.0,11.0,227.84,2734.08,,,,,,No
SERNIVO,BETAMETHASONE DIPROPIONATE,Active,2030-08-31,1625,Topical,SPRAY;TOPICAL,EQ 0.05% BASE/SPRAY,2016-02-05,7,2016.0,2.0,383.13,4597.56,,,,,,No
LUMISIGHT,PEGULICIANINE ACETATE,Active,2030-09-01,1626,Injectable,POWDER;INTRAVENOUS,EQ 39MG BASE/VIAL,2024-04-17,6,2024.0,4.0,883.38,10600.56,,,,,,No
EXXUA,GEPIRONE HYDROCHLORIDE,Active,2030-09-02,1627,Oral,"TABLET, EXTENDED RELEASE;ORAL",EQ 18.2MG BASE,2023-09-22,4,2023.0,9.0,510.36,6124.32,,,,,,No
TEFLARO,CEFTAROLINE FOSAMIL,Active,2030-09-21,1646,Injectable,POWDER;INTRAVENOUS,400MG/VIAL,2010-10-29,4,2010.0,10.0,1764.72,21176.64,,,,,,No
RAVICTI,GLYCEROL PHENYLBUTYRATE,Active,2030-09-22,1647,Oral,LIQUID;ORAL,1.1GM/ML,2013-02-01,15,2013.0,2.0,528.02,6336.24,,,,,,No
ITOVEBI,INAVOLISIB,Active,2030-09-27,1652,Oral,TABLET;ORAL,3MG,2024-10-10,14,2024.0,10.0,112.68,1352.16,,,,,,No
ZILXI,MINOCYCLINE HYDROCHLORIDE,Active,2030-10-01,1656,Respiratory,"AEROSOL, FOAM;TOPICAL",EQ 1.5% BASE,2020-05-28,9,2020.0,5.0,542.46,6509.52,,,,,,No
AMZEEQ,MINOCYCLINE HYDROCHLORIDE,Active,2030-10-01,1656,Respiratory,"AEROSOL, FOAM;TOPICAL",EQ 4% BASE,2019-10-18,12,2019.0,10.0,569.45,6833.4,,,,,,No
EXEM FOAM KIT,AIR POLYMER-TYPE A,Active,2030-10-15,1670,Other,FOAM;INTRAUTERINE,10ML,2019-11-07,3,2019.0,11.0,382.57,4590.84,,,,,,No
NUBEQA,DAROLUTAMIDE,Active,2030-10-27,1682,Oral,TABLET;ORAL,300MG,2019-07-30,16,2019.0,7.0,587.66,7051.92,,,,,,No
AKYNZEO,NETUPITANT; PALONOSETRON HYDROCHLORIDE,Active,2030-11-18,1704,Oral,CAPSULE;ORAL,300MG;EQ 0.5MG BASE,2014-10-10,36,2014.0,10.0,745.75,8949.0,,,,,,No
CUBICIN RF,DAPTOMYCIN,Active,2030-11-23,1709,Injectable,POWDER;INTRAVENOUS,500MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2016-07-06,1,2016.0,7.0,2268.1,27217.2,,,,,,No
FOSRENOL,LANTHANUM CARBONATE,Active,2030-12-01,1717,Oral,POWDER;ORAL,EQ 1GM BASE,2014-09-24,4,2014.0,9.0,206.78,2481.36,,,,,,No
ILEVRO,NEPAFENAC,Active,2030-12-01,1717,Eye Care,SUSPENSION/DROPS;OPHTHALMIC,0.3%,2012-10-16,2,2012.0,10.0,330.52,3966.24,,,,,,No
NEXLETOL,BEMPEDOIC ACID,Active,2030-12-03,1719,Oral,TABLET;ORAL,180MG,2020-02-21,7,2020.0,2.0,524.7,6296.4,,,,,,No
NEXLIZET,BEMPEDOIC ACID; EZETIMIBE,Active,2030-12-03,1719,Oral,TABLET;ORAL,180MG;10MG,2020-02-26,10,2020.0,2.0,396.89,4762.68,,,,,,No
VEVYE,CYCLOSPORINE,Active,2030-12-13,1729,Eye Care,SOLUTION;OPHTHALMIC,0.1%,2023-05-30,6,2023.0,5.0,394.58,4734.96,,,,,,No
KYZATREX,TESTOSTERONE UNDECANOATE,Active,2030-12-31,1747,Oral,CAPSULE;ORAL,100MG,2022-07-27,18,2022.0,7.0,754.06,9048.72,,,,,,No
PLIAGLIS,LIDOCAINE; TETRACAINE,Active,2031-01-14,1761,Topical,CREAM;TOPICAL,7%;7%,2006-06-29,3,2006.0,6.0,376.18,4514.16,,,,,,No
RINVOQ LQ,UPADACITINIB,Active,2031-01-15,1762,Oral,SOLUTION;ORAL,1MG/ML,2024-04-26,12,2024.0,4.0,415.59,4987.08,,,,,,No
RINVOQ,UPADACITINIB,Active,2031-01-15,1762,Oral,"TABLET, EXTENDED RELEASE;ORAL",15MG,2019-08-16,96,2019.0,8.0,179.27,2151.24,,,,,,No
ZYPITAMAG,PITAVASTATIN MAGNESIUM,Active,2031-01-19,1766,Oral,TABLET;ORAL,EQ 1MG BASE,2017-07-14,3,2017.0,7.0,789.39,9472.68,,,,,,No
JELMYTO,MITOMYCIN,Active,2031-01-20,1767,Other,POWDER;PYELOCALYCEAL,40MG/VIAL,2020-04-15,3,2020.0,4.0,519.45,6233.4,,,,,,No
ZUSDURI,MITOMYCIN,Active,2031-01-20,1767,Other,POWDER;INTRAVESICAL,40MG/VIAL,2025-06-12,4,2025.0,6.0,162.33,1947.96,,,,,,No
INVEGA SUSTENNA,PALIPERIDONE PALMITATE,Active,2031-01-26,1773,Other,"SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",39MG/0.25ML (39MG/0.25ML),2009-07-31,10,2009.0,7.0,560.42,6725.04,,,,,,No
PYRUKYND,MITAPIVAT SULFATE,Active,2031-02-24,1802,Oral,TABLET;ORAL,EQ 5MG BASE,2022-02-17,27,2022.0,2.0,708.93,8507.16,,,,,,No
RESTASIS MULTIDOSE,CYCLOSPORINE,Active,2031-02-25,1803,Eye Care,EMULSION;OPHTHALMIC,0.05%,2016-10-27,4,2016.0,10.0,307.54,3690.48,,,,,,No
NALOXONE HYDROCHLORIDE (AUTOINJECTOR),NALOXONE HYDROCHLORIDE,Active,2031-02-28,1806,Injectable,"SOLUTION;INTRAMUSCULAR, SUBCUTANEOUS",10MG/0.4ML (10MG/0.4ML),2022-02-28,6,2022.0,2.0,1978.19,23738.28,,,,,,No
BARHEMSYS,AMISULPRIDE,Active,2031-03-10,1816,Injectable,SOLUTION;INTRAVENOUS,5MG/2ML (2.5MG/ML),2020-02-26,32,2020.0,2.0,1497.51,17970.12,,,,,,No
ACCRUFER,FERRIC MALTOL,Active,2031-03-29,1835,Oral,CAPSULE;ORAL,30MG IRON,2019-07-25,3,2019.0,7.0,138.33,1659.96,,,,,,No
AUSTEDO,DEUTETRABENAZINE,Active,2031-04-03,1840,Oral,TABLET;ORAL,6MG,2017-04-03,96,2017.0,4.0,334.64,4015.68,,,,,,No
AUSTEDO XR,DEUTETRABENAZINE,Active,2031-04-03,1840,Oral,"TABLET, EXTENDED RELEASE;ORAL",6MG,2023-02-17,208,2023.0,2.0,662.0,7944.0,,,,,,No
VEOZAH,FEZOLINETANT,Active,2031-04-04,1841,Oral,TABLET;ORAL,45MG,2023-05-12,4,2023.0,5.0,103.24,1238.88,,,,,,No
XHANCE,FLUTICASONE PROPIONATE,Active,2031-04-04,1841,Other,"SPRAY, METERED;NASAL",0.093MG,2017-09-18,2,2017.0,9.0,266.75,3201.0,,,,,,No
VIVJOA,OTESECONAZOLE,Active,2031-04-22,1859,Oral,CAPSULE;ORAL,150MG,2022-04-26,5,2022.0,4.0,378.72,4544.64,,,,,,No
BALVERSA,ERDAFITINIB,Active,2031-04-28,1865,Oral,TABLET;ORAL,3MG,2019-04-12,51,2019.0,4.0,476.18,5714.16,,,,,,No
YORVIPATH,PALOPEGTERIPARATIDE,Active,2031-04-30,1867,Injectable,SOLUTION;SUBCUTANEOUS,EQ 0.168MG TERIPARATIDE/0.56ML (EQ 0.168MG TERIPARATIDE/0.56ML),2024-08-09,27,2024.0,8.0,2799.64,33595.68,,,,,,No
ATTRUBY,ACORAMIDIS HYDROCHLORIDE,Active,2031-05-05,1872,Oral,TABLET;ORAL,EQ 356MG BASE,2024-11-22,12,2024.0,11.0,342.44,4109.28,,,,,,No
ZTLIDO,LIDOCAINE,Active,2031-05-10,1877,Topical,PATCH;TOPICAL,1.8%,2018-02-28,8,2018.0,2.0,191.03,2292.36,,,,,,No
MINOCIN,MINOCYCLINE HYDROCHLORIDE,Active,2031-05-12,1879,Injectable,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL,,4,,,2343.75,28125.0,,,,,,No
VESICARE LS,SOLIFENACIN SUCCINATE,Active,2031-05-18,1885,Oral,SUSPENSION;ORAL,1MG/ML,2020-05-26,1,2020.0,5.0,416.55,4998.6,,,,,,No
QVAR 80,BECLOMETHASONE DIPROPIONATE,Active,2031-05-18,1885,Respiratory,"AEROSOL, METERED;INHALATION",0.08MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2000-09-15,5,2000.0,9.0,251.07,3012.84,,,,,,No
QVAR 40,BECLOMETHASONE DIPROPIONATE,Active,2031-05-18,1885,Respiratory,"AEROSOL, METERED;INHALATION",0.04MG/INH **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,2000-09-15,5,2000.0,9.0,353.6,4243.2,,,,,,No
VERQUVO,VERICIGUAT,Active,2031-05-19,1886,Oral,TABLET;ORAL,2.5MG,2021-01-19,18,2021.0,1.0,198.6,2383.2,,,,,,No
LIVMARLI,MARALIXIBAT CHLORIDE,Active,2031-05-26,1893,Oral,SOLUTION;ORAL,EQ 9.5MG BASE/ML,2021-09-29,51,2021.0,9.0,223.47,2681.64,,,,,,No
RISVAN,RISPERIDONE,Active,2031-05-31,1898,Other,"FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR",75MG,2024-03-29,28,2024.0,3.0,349.18,4190.16,,,,,,No
SUBLOCADE,BUPRENORPHINE,Active,2031-06-06,1904,Injectable,"SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS",100MG/0.5ML (100MG/0.5ML),2017-11-30,47,2017.0,11.0,1547.31,18567.72,,,,,,No
KEPPRA,LEVETIRACETAM,Active,2031-06-07,1905,Oral,TABLET;ORAL,1GM,2006-01-06,8,2006.0,1.0,740.39,8884.68,,,,,,No
ENSTILAR,BETAMETHASONE DIPROPIONATE; CALCIPOTRIENE,Active,2031-06-10,1908,Respiratory,"AEROSOL, FOAM;TOPICAL",0.064%;0.005%,2015-10-16,11,2015.0,10.0,313.08,3756.96,,,,,,No
DROSPIRENONE,DROSPIRENONE,Active,2031-06-28,1926,Oral,"TABLET, CHEWABLE;ORAL",3.5MG,2022-06-29,15,2022.0,6.0,506.41,6076.92,,,,,,No
SLYND,DROSPIRENONE,Active,2031-06-28,1926,Oral,TABLET;ORAL,4MG,2019-05-23,15,2019.0,5.0,542.59,6511.08,,,,,,No
IYUZEH,LATANOPROST,Active,2031-07-08,1936,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.005%,2022-12-13,1,2022.0,12.0,105.24,1262.88,,,,,,No
MYDCOMBI,PHENYLEPHRINE HYDROCHLORIDE; TROPICAMIDE,Active,2031-07-15,1943,Eye Care,"SPRAY, METERED;OPHTHALMIC",2.5%;1%,2023-05-05,3,2023.0,5.0,365.41,4384.92,,,,,,No
ZILRETTA,TRIAMCINOLONE ACETONIDE,Active,2031-08-04,1963,Other,"FOR SUSPENSION, EXTENDED RELEASE;INTRA-ARTICULAR",32MG/VIAL,2017-10-06,2,2017.0,10.0,189.02,2268.24,,,,,,No
OJEMDA,TOVORAFENIB,Active,2031-08-04,1963,Oral,FOR SUSPENSION;ORAL,25MG/ML,2024-04-23,4,2024.0,4.0,772.75,9273.0,,,,,,No
THYQUIDITY,LEVOTHYROXINE SODIUM,Active,2031-08-06,1965,Oral,SOLUTION;ORAL,100MCG/5ML,2020-11-30,1,2020.0,11.0,204.06,2448.72,,,,,,No
DOCETAXEL,DOCETAXEL,Active,2031-08-07,1966,Injectable,INJECTABLE;INJECTION,20MG/ML (20MG/ML),2015-12-22,30,2015.0,12.0,1536.56,18438.72,,,,,,No
ECOZA,ECONAZOLE NITRATE,Active,2031-08-08,1967,Respiratory,"AEROSOL, FOAM;TOPICAL",1%,2013-10-24,1,2013.0,10.0,188.41,2260.92,,,,,,No
VABOMERE,MEROPENEM; VABORBACTAM,Active,2031-08-08,1967,Injectable,POWDER;INTRAVENOUS,1GM/VIAL;1GM/VIAL,2017-08-29,9,2017.0,8.0,2992.19,35906.28,,,,,,No
OHTUVAYRE,ENSIFENTRINE,Active,2031-08-21,1980,Respiratory,SUSPENSION;INHALATION,3MG/2.5ML,2024-06-26,5,2024.0,6.0,375.99,4511.88,,,,,,No
UPNEEQ,OXYMETAZOLINE HYDROCHLORIDE,Active,2031-08-26,1985,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.1%,2020-07-08,12,2020.0,7.0,338.15,4057.8,,,,,,No
SOHONOS,PALOVAROTENE,Active,2031-08-31,1990,Oral,CAPSULE;ORAL,1MG,2023-08-16,45,2023.0,8.0,146.95,1763.4,,,,,,No
TEMBEXA,BRINCIDOFOVIR,Active,2031-08-31,1990,Oral,SUSPENSION;ORAL,10MG/ML,2021-06-04,6,2021.0,6.0,624.97,7499.64,,,,,,No
VILTEPSO,VILTOLARSEN,Active,2031-08-31,1990,Injectable,SOLUTION;INTRAVENOUS,250MG/5ML (50MG/ML),2020-08-12,2,2020.0,8.0,1024.76,12297.12,,,,,,No
UCERIS,BUDESONIDE,Active,2031-09-07,1997,Oral,"TABLET, EXTENDED RELEASE;ORAL",9MG,2013-01-14,5,2013.0,1.0,728.64,8743.68,,,,,,No
ULORIC,FEBUXOSTAT,Active,2031-09-08,1998,Oral,TABLET;ORAL,40MG,2009-02-13,4,2009.0,2.0,243.6,2923.2,,,,,,No
TRYPTYR,ACOLTREMON,Active,2031-09-08,1998,Eye Care,SOLUTION/DROPS;OPHTHALMIC,0.003%,2025-05-28,5,2025.0,5.0,176.28,2115.36,,,,,,No
TAZVERIK,TAZEMETOSTAT HYDROBROMIDE,Active,2031-09-12,2002,Oral,TABLET;ORAL,EQ 200MG BASE,2020-01-23,46,2020.0,1.0,125.58,1506.96,,,,,,No
ANZUPGO,DELGOCITINIB,Active,2031-09-19,2009,Topical,CREAM;TOPICAL,2%,2025-07-23,1,2025.0,7.0,231.06,2772.72,,,,,,No
DAYVIGO,LEMBOREXANT,Active,2031-09-20,2010,Oral,TABLET;ORAL,5MG,2020-04-07,8,2020.0,4.0,495.39,5944.68,,,,,,No
VERZENIO,ABEMACICLIB,Active,2031-09-28,2018,Oral,TABLET;ORAL,50MG,2017-09-28,17,2017.0,9.0,146.0,1752.0,,,,,,No
IONSYS,FENTANYL HYDROCHLORIDE,Active,2031-09-30,2020,Other,"SYSTEM;IONTOPHORESIS, TRANSDERMAL",EQ 40MCG BASE/ACTIVATION,2006-05-22,7,2006.0,5.0,487.76,5853.12,,,,,,No
ZAVZPRET,ZAVEGEPANT HYDROCHLORIDE,Active,2031-10-07,2027,Other,"SPRAY, METERED;NASAL",EQ 10MG BASE/SPRAY,2023-03-09,1,2023.0,3.0,326.64,3919.68,,,,,,No
